"","Solar","Eolica","Prevision_solar","Prevision_Viento","Carga_prevision","Carga_real","Precio_prevision","Precio_real"
"518",2532,10819,3230,10641,37778,37513,54.01,67.09
"519",2255,11204,3075,10782,36588,36419,47.43,61.68
"520",2154,10869,2451,10942,36210,35785,47.37,61.59
"521",1853,10621,1758,10490,36098,35761,51.99,65
"522",1186,10329,772,10222,36772,36254,59.2,73.58
"523",424,9649,293,9823,38368,38080,64.56,83.65
"524",135,9243,104,9195,39791,39702,65,83.57
"525",77,9228,44,9113,39675,39722,63.91,82.46
"526",70,8873,7,9009,38824,38886,60.76,78.29
"527",70,8652,0,8589,36282,36062,55.1,70.61
"528",70,8783,0,8615,32705,32725,48,62.33
"529",70,8674,0,8693,29950,29746,44.45,53.63
"530",70,8734,0,8708,27328,27253,42.1,51.21
"531",70,8812,0,8753,25732,25770,39.4,48.45
"532",70,8866,0,8860,25054,25198,38,47.03
"533",70,8755,1,8891,24906,25081,35,43.58
"534",69,8632,1,8714,25516,25679,38,46.46
"535",69,8620,1,8598,28276,28213,43.6,52.28
"536",69,8694,22,8679,33236,33070,57.66,65.64
"537",111,8683,116,8731,36643,36531,62.1,76.4
"538",967,8476,785,8664,37850,37807,67.01,79.97
"539",2243,8168,1880,8254,38603,38312,68.5,84.61
"540",3335,8383,3170,8214,38307,37823,67,83.52
"541",3967,8640,4012,8513,37778,37202,62.78,78.96
"542",4026,8956,4117,8933,37455,36773,59.65,72.31
"543",3928,9210,3875,9200,36253,35443,48.25,61.96
"544",3642,9345,3511,9313,35443,34752,47.1,60.84
"545",3104,9600,2766,9444,35235,34582,52.6,65.34
"546",1809,9000,1675,9321,35592,34756,58.34,72.57
"547",580,8695,514,8651,37395,36572,62.42,81.1
"548",208,8785,96,8700,38874,38329,65,83.19
"549",148,8914,41,8783,38607,38333,63.13,81.51
"550",138,9014,40,9008,37880,37708,60.03,77.05
"551",137,8639,30,8782,35418,35332,57.59,71.83
"552",137,8303,35,8406,32594,32693,47.87,62.47
"553",137,8081,24,8143,29959,30040,44.01,58.78
"554",137,7905,36,7855,27361,27485,43.12,55.81
"555",128,8132,27,7927,25404,25763,40.43,52.97
"556",118,8091,16,8144,24467,24786,36.1,47.79
"557",100,7969,2,7980,24076,24358,35,46.26
"558",100,8045,1,7954,24045,24273,35,45.91
"559",100,8151,0,8067,24701,24822,39.1,49.59
"560",101,8548,6,8385,26286,26229,41.35,52.15
"561",148,8836,125,8698,27847,28031,42.58,51.86
"562",1002,8736,887,8841,30834,30993,51.9,61.01
"563",2228,7746,2048,7970,32948,33327,57.1,65.95
"564",3533,7382,3230,7499,33067,33373,57.59,66.22
"565",4190,7379,3969,7288,32331,32671,55.79,64.49
"566",4277,7542,4084,7466,32183,32544,52.6,61.74
"567",4176,7529,3898,7670,31662,31782,45.2,55.08
"568",4113,7838,3684,7623,30488,30494,43.1,52.73
"569",3604,8098,2946,8136,29875,29801,40.43,50.31
"570",2259,8027,1904,8274,30055,29777,43.52,54.34
"571",792,8741,883,8448,32283,32048,53.04,66.75
"572",268,9726,187,9500,34145,34127,57.9,71.35
"573",175,10401,32,10289,34790,34630,57.59,71.07
"574",110,10596,62,10758,34752,34494,57.25,70.56
"575",110,10600,27,10622,32899,33050,50.95,63.13
"576",109,10647,13,10707,30619,30715,45.95,59.27
"577",109,10520,15,10480,28293,27877,39.79,56.05
"578",109,10726,4,10644,25832,25569,31.4,47.86
"579",109,10791,4,10645,23975,23794,25.83,41.52
"580",109,10922,9,10858,22900,22965,28.58,42.01
"581",109,11097,9,10945,22482,22428,25.88,39.03
"582",109,11248,10,11281,22460,22526,28.13,40.91
"583",110,11122,9,11069,22971,22939,30,43.87
"584",117,11324,59,11077,23913,23750,30.6,41.6
"585",167,11385,145,11429,24631,24337,32.8,45.71
"586",1072,11060,950,11169,26510,26224,38.4,51.62
"587",2418,10454,2175,10542,28712,28381,40.5,52.07
"588",3832,10117,3532,10128,29667,29101,41,51.07
"589",4392,9710,4291,9832,29581,28831,40.5,51.36
"590",4437,9536,4410,9545,29902,29011,40.44,51.25
"591",4394,9328,4228,9395,29792,28869,38.5,49.62
"592",4223,9103,3937,9234,28563,27849,34.82,47.64
"593",3731,8897,3217,9026,28093,27188,35.9,48.31
"594",2334,8853,2082,8877,28206,26878,40.5,51.88
"595",828,9250,873,9119,30583,29363,55.1,69.2
"596",342,9644,174,9612,32879,32239,62.7,76.85
"597",244,9741,52,9777,34067,33571,63.89,77.7
"598",169,9678,91,9717,34416,33845,61.95,75.83
"599",137,9251,45,9406,32915,32749,58.34,69.17
"600",136,8833,25,8848,30360,30011,51.1,62.28
"601",136,8373,20,8444,27181,26853,40.84,54.33
"602",136,8140,32,8096,24939,24631,38,49.56
"603",136,7857,34,7941,23559,23303,35.09,46.26
"604",136,7616,31,7650,23107,22989,35,45.91
"605",135,7660,17,7544,23008,22879,35.63,45.64
"606",136,7672,21,7741,23858,23750,36.99,47.58
"607",137,7512,28,7494,27000,26802,45.1,54.67
"608",127,7934,44,7616,31815,31982,60.76,68.6
"609",165,8207,149,8140,35603,35629,65.01,77.38
"610",1090,7525,940,7800,37260,36969,68.85,81.32
"611",2572,6397,2118,6607,38173,37516,69.7,84.56
"612",3983,5738,3599,5813,37922,37201,69.49,84.81
"613",4392,5155,4315,5292,37242,36577,67.48,82.36
"614",4280,4936,4343,4987,36934,36237,65.78,77.45
"615",4132,5196,4081,5040,35607,35058,61.64,73.74
"616",3841,5524,3673,5542,35003,34575,60.76,72.68
"617",3250,5437,2896,5547,34832,34395,62.75,74.44
"618",2066,5579,1948,5556,35277,34829,65.78,77.9
"619",752,6005,833,5820,36798,36507,69,87.45
"620",295,6669,155,6423,38676,38622,71.15,89.51
"621",218,6839,70,6857,38952,38869,69.7,87.6
"622",154,6778,72,6831,38112,37993,67.01,83.04
"623",142,6600,38,6624,35560,35187,63,76.03
"624",123,6418,32,6458,31981,31608,57.59,69.71
"625",117,6472,14,6430,28730,28656,52.1,61.14
"626",116,6563,12,6514,26373,26315,43.52,53.05
"627",111,6574,12,6508,25129,24984,41.1,49.9
"628",95,6726,15,6669,24767,24506,40,48.46
"629",95,7073,13,6864,24577,24470,39.8,48.21
"630",95,7330,10,7268,25265,25118,40.1,48.75
"631",95,7539,10,7496,27836,27748,46.25,55.1
"632",99,7576,31,7517,32715,32686,61.89,69.94
"633",151,7589,139,7604,36188,35981,66.15,78.22
"634",868,7568,859,7592,37201,37036,69.49,82.25
"635",1996,7487,1960,7524,37756,37421,70.52,86.75
"636",3044,7489,3200,7571,37410,37040,67.7,83.62
"637",3603,7830,3880,7737,36783,36320,63.89,79.33
"638",3698,8391,3829,8286,36384,36104,60.77,72.54
"639",3694,8979,3616,8902,34832,34932,53.38,65.72
"640",3527,9394,3439,9266,34251,34498,49.93,62.27
"641",3017,9476,2841,9608,34019,34266,54.12,66.77
"642",1922,9634,1924,9606,34210,34499,57.3,70.83
"643",665,9596,863,9751,36264,36045,63.29,81.34
"645",142,9844,78,9907,38933,38718,64.16,82.01
"646",130,9936,66,9859,38169,37819,61,76.81
"647",131,10069,20,10010,35228,35153,56.18,69.68
"648",131,9877,19,9914,31799,31746,45.2,57.36
"649",131,9624,29,9606,28929,29096,42.74,51.88
"650",113,9127,37,9246,26529,26815,40.38,51.88
"651",93,8628,23,8587,25132,25396,39.5,48.32
"652",93,8232,21,8219,24780,24739,39.5,48.02
"653",93,7581,18,7745,24703,24587,39.68,48.28
"654",93,6979,14,7088,25306,25236,40.1,48.11
"655",83,6677,16,6626,27945,27861,44.93,53.35
"656",84,6623,36,6525,32918,32646,62,69.71
"657",134,6595,152,6520,36239,35927,68.03,79.78
"658",973,6506,918,6443,37212,36959,70.64,83.04
"659",2198,6301,1956,6138,37488,37228,72.52,88.92
"660",3396,6263,3300,6158,37082,36794,70.2,87.13
"661",3934,6404,4035,6347,36442,36039,68.03,84.35
"663",4079,7452,3998,7122,35010,34343,59.82,72.19
"664",3940,8033,3645,7809,34582,33886,58.38,70.66
"665",3397,7976,3003,8027,34403,33621,59.89,72.33
"666",2102,7725,1966,7934,34693,33837,63,76.22
"667",738,7600,954,7521,36166,35740,67.1,87.45
"668",313,8194,218,7922,38480,37937,69.1,87.97
"669",197,8152,87,8270,38929,38240,68.2,86.66
"670",131,8056,129,8178,38006,37183,63.1,79.06
"671",113,7963,63,7952,35231,34487,58.18,70.92
"672",112,8125,44,8083,31770,31304,48.75,61.2
"673",103,7970,37,8067,29143,28577,45.28,55.27
"674",91,8366,35,8209,26868,26313,42.67,51.07
"675",91,8817,34,8712,25463,25016,40.09,47.79
"676",83,8836,26,8980,24839,24408,39.1,46.8
"677",75,9411,12,9203,24629,24295,38.4,45.79
"678",75,10338,10,9972,25255,24870,38.5,46.15
"679",75,10961,10,10723,27819,27423,44.52,53.17
"680",75,11446,27,11335,32731,32153,49.69,57.26
"681",114,11930,142,11825,36109,35154,54.55,66.74
"682",709,12102,763,12113,37115,36073,59.82,72.99
"683",1622,12907,1615,12603,37771,36481,61.44,78.95
"684",2214,13761,2391,13508,37425,36216,56.01,73.35
"685",2537,14734,2903,14432,36731,35852,48.77,66.42
"686",2463,15841,2888,15421,36388,35873,41.45,54.68
"687",2163,16603,2568,16469,35073,34750,37.63,50.6
"688",1615,16931,1967,16773,34613,34345,34.52,49.53
"689",949,17256,1247,17071,34392,34270,37.4,50.62
"690",372,17287,567,17229,34620,34695,39.1,52.6
"691",108,17344,121,17280,36311,36210,49.19,67.77
"692",98,17436,4,17430,38511,38037,52,69.53
"693",95,17125,4,17197,38441,38090,47.87,65.31
"694",71,17007,22,16996,37605,37247,39.9,55.79
"695",55,16882,9,16873,35140,34593,36.07,50.33
"696",55,16936,6,16873,31808,31448,30.52,43.36
"697",55,16909,6,16916,28646,28858,20,30.58
"698",55,16583,0,16614,26428,26636,7.88,16.79
"699",55,15697,0,16148,25004,25401,7.04,15.93
"700",55,14890,1,15033,24311,24727,7.04,15.76
"701",55,14263,1,14505,24185,24566,5,14.7
"702",55,14584,1,14459,24718,24991,7.04,16.82
"703",55,15387,2,15171,27214,27327,25,32.22
"704",56,15658,18,15654,31821,31748,34.31,41.28
"705",62,15679,80,15593,34926,34549,42.59,54.92
"706",288,15716,427,15766,35954,35625,49.02,62.44
"707",783,15628,891,15657,36526,36120,52.01,68.75
"708",1180,15436,1247,15423,36293,36200,50.01,66.39
